epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.17978,1.13997,4.95772,1.32483,0,0,0,0,0.61036,4.65259,0.88463,3.73333e-05,3.73333e-05,3.73333e-05
2,16.9107,0.76229,4.7342,1.04642,0,0,0,0,0.48617,4.38409,0.78885,7.65287e-05,7.65287e-05,7.65287e-05
3,24.3818,0.65305,4.51105,0.9511,0,0,0,0,0.48811,4.20333,0.78033,0.000115705,0.000115705,0.000115705
4,31.9677,0.62272,4.30533,0.94709,0.02684,0.11559,0.02963,0.02624,0.49551,4.08985,0.78889,0.000154848,0.000154848,0.000154848
5,39.309,0.59152,4.13771,0.93503,0.01816,0.29922,0.04165,0.03807,0.45979,3.92244,0.79598,0.000193944,0.000193944,0.000193944
6,46.7066,0.55186,3.952,0.91944,0.02776,0.32828,0.07115,0.06503,0.45192,3.87009,0.82054,0.000195701,0.000195701,0.000195701
7,54.0981,0.56015,3.79458,0.93905,0.0252,0.50395,0.0838,0.07628,0.44654,3.55213,0.82576,0.000195569,0.000195569,0.000195569
8,61.8434,0.55388,3.68914,0.93633,0.50734,0.14942,0.08482,0.07668,0.44207,3.25427,0.83225,0.000195414,0.000195414,0.000195414
9,69.2,0.54876,3.55478,0.93795,0.52485,0.17336,0.10744,0.09676,0.4611,3.09068,0.85114,0.000195235,0.000195235,0.000195235
10,76.5919,0.57335,3.39353,0.96535,0.54205,0.19162,0.11925,0.10711,0.4537,2.9197,0.85675,0.000195032,0.000195032,0.000195032
11,84.0498,0.54062,3.2265,0.93301,0.53364,0.20669,0.15291,0.13866,0.44542,2.93178,0.85696,0.000194806,0.000194806,0.000194806
12,91.5037,0.52907,3.08939,0.94909,0.55705,0.24118,0.16523,0.1517,0.42559,2.76586,0.85592,0.000194555,0.000194555,0.000194555
13,98.9414,0.55009,2.96914,0.94615,0.52955,0.22067,0.19149,0.1754,0.437,2.93762,0.8789,0.000194282,0.000194282,0.000194282
14,106.325,0.55241,2.86672,0.96035,0.52744,0.25557,0.20073,0.18238,0.43116,2.66759,0.86651,0.000193984,0.000193984,0.000193984
15,113.642,0.49954,2.68947,0.94398,0.5381,0.25427,0.22937,0.21166,0.42277,2.57052,0.86301,0.000193663,0.000193663,0.000193663
16,121.107,0.53044,2.61157,0.95537,0.54054,0.29121,0.24582,0.22454,0.42712,2.53322,0.8702,0.000193319,0.000193319,0.000193319
17,128.511,0.52643,2.5437,0.96659,0.73145,0.22712,0.30338,0.282,0.42046,2.34688,0.87726,0.000192952,0.000192952,0.000192952
18,135.95,0.50693,2.43846,0.93009,0.62131,0.26424,0.3121,0.28972,0.42909,2.42916,0.88212,0.000192561,0.000192561,0.000192561
19,143.367,0.50615,2.34238,0.95345,0.53018,0.35049,0.33465,0.30704,0.44438,2.18973,0.91243,0.000192148,0.000192148,0.000192148
20,150.797,0.489,2.18228,0.94146,0.52116,0.33054,0.32035,0.29516,0.44318,2.37423,0.90077,0.000191711,0.000191711,0.000191711
21,158.197,0.49515,2.08625,0.94892,0.64571,0.3428,0.36809,0.33793,0.44612,2.12828,0.89576,0.000191252,0.000191252,0.000191252
22,165.565,0.50704,2.13052,0.95166,0.57843,0.33833,0.37308,0.3431,0.4263,2.11323,0.89105,0.000190769,0.000190769,0.000190769
23,173.017,0.50391,2.10943,0.94527,0.54218,0.41006,0.4011,0.37071,0.42374,1.99774,0.89695,0.000190264,0.000190264,0.000190264
24,180.531,0.47439,1.98867,0.93584,0.66839,0.32395,0.42497,0.3886,0.45503,1.92817,0.9133,0.000189737,0.000189737,0.000189737
25,188.048,0.48593,1.95824,0.93195,0.58488,0.40317,0.43132,0.3979,0.4223,1.88403,0.89432,0.000189187,0.000189187,0.000189187
26,195.5,0.44588,1.79529,0.91668,0.58563,0.44783,0.44397,0.41016,0.41186,2.00188,0.8983,0.000188615,0.000188615,0.000188615
27,202.94,0.48708,1.87092,0.94125,0.5567,0.45012,0.46993,0.43303,0.43656,1.81922,0.90867,0.000188021,0.000188021,0.000188021
28,210.43,0.48814,1.83934,0.93074,0.70447,0.39423,0.45239,0.42124,0.40713,1.94293,0.87944,0.000187404,0.000187404,0.000187404
29,217.852,0.4613,1.71585,0.92519,0.67154,0.45124,0.47554,0.43952,0.42659,1.86165,0.89385,0.000186766,0.000186766,0.000186766
30,225.247,0.46044,1.68864,0.92482,0.62641,0.45465,0.477,0.44041,0.42089,1.80694,0.89529,0.000186107,0.000186107,0.000186107
31,232.661,0.45869,1.64875,0.92395,0.63003,0.40955,0.48032,0.44449,0.42905,1.82789,0.89686,0.000185425,0.000185425,0.000185425
32,240.255,0.44183,1.60466,0.9089,0.76699,0.40249,0.48478,0.44381,0.41575,1.74219,0.88132,0.000184723,0.000184723,0.000184723
33,247.658,0.44421,1.57612,0.92088,0.64418,0.43355,0.51447,0.47693,0.39809,1.60856,0.86801,0.000183999,0.000183999,0.000183999
34,255.018,0.4512,1.51649,0.92497,0.6089,0.45009,0.52205,0.48472,0.40302,1.60795,0.87247,0.000183255,0.000183255,0.000183255
35,262.493,0.43667,1.51792,0.91744,0.64223,0.47092,0.49928,0.45952,0.41835,1.75915,0.88556,0.000182489,0.000182489,0.000182489
36,269.939,0.45418,1.53865,0.9212,0.70066,0.44926,0.50122,0.46488,0.42444,1.69438,0.89523,0.000181703,0.000181703,0.000181703
37,277.371,0.41892,1.41224,0.90188,0.57812,0.48165,0.51023,0.47355,0.4078,1.66586,0.87697,0.000180897,0.000180897,0.000180897
38,284.782,0.44183,1.50069,0.92183,0.66536,0.45275,0.51055,0.47524,0.40736,1.66871,0.88762,0.00018007,0.00018007,0.00018007
39,292.155,0.44073,1.49789,0.92895,0.64284,0.45323,0.50895,0.47217,0.40264,1.69823,0.87807,0.000179223,0.000179223,0.000179223
40,299.889,0.41448,1.3983,0.89756,0.66004,0.43326,0.5113,0.47477,0.39961,1.6823,0.88004,0.000178357,0.000178357,0.000178357
41,307.196,0.43757,1.3943,0.9067,0.66304,0.46992,0.50721,0.47263,0.39806,1.68989,0.86354,0.000177471,0.000177471,0.000177471
42,314.598,0.42397,1.3138,0.90639,0.67303,0.47966,0.53622,0.4956,0.40321,1.56747,0.87227,0.000176565,0.000176565,0.000176565
43,321.884,0.41862,1.34434,0.89795,0.66509,0.50495,0.56244,0.52397,0.38532,1.43692,0.85994,0.000175641,0.000175641,0.000175641
44,329.363,0.42081,1.32974,0.90505,0.57785,0.54599,0.55272,0.5132,0.40314,1.53726,0.87802,0.000174697,0.000174697,0.000174697
45,336.786,0.42435,1.31577,0.90895,0.70746,0.49356,0.54578,0.50565,0.40026,1.59289,0.87992,0.000173735,0.000173735,0.000173735
46,344.174,0.40466,1.23761,0.89127,0.69853,0.5089,0.5531,0.50884,0.41148,1.49262,0.88042,0.000172755,0.000172755,0.000172755
47,351.613,0.44721,1.31997,0.92236,0.65784,0.53365,0.58944,0.54738,0.41553,1.47244,0.88291,0.000171756,0.000171756,0.000171756
48,359.16,0.45187,1.32474,0.91476,0.69914,0.56614,0.6011,0.5561,0.40578,1.44594,0.87177,0.000170739,0.000170739,0.000170739
49,366.552,0.41347,1.23814,0.89827,0.76414,0.50039,0.58505,0.54093,0.40983,1.48517,0.87386,0.000169705,0.000169705,0.000169705
50,373.941,0.41081,1.21318,0.9093,0.65106,0.51569,0.55805,0.51604,0.40922,1.5573,0.87216,0.000168653,0.000168653,0.000168653
51,381.288,0.41434,1.22724,0.90005,0.60235,0.54865,0.59223,0.54845,0.40192,1.44613,0.87339,0.000167583,0.000167583,0.000167583
52,388.758,0.41229,1.2109,0.88447,0.61691,0.5335,0.6017,0.55874,0.39856,1.39827,0.86857,0.000166497,0.000166497,0.000166497
53,396.111,0.4174,1.21025,0.90172,0.63978,0.49216,0.57478,0.52996,0.40507,1.43644,0.86818,0.000165395,0.000165395,0.000165395
54,403.595,0.42322,1.19786,0.89623,0.6327,0.54811,0.58367,0.53844,0.38982,1.4538,0.85235,0.000164276,0.000164276,0.000164276
55,410.955,0.40663,1.20694,0.88925,0.72407,0.50513,0.56821,0.5276,0.39768,1.49754,0.85541,0.00016314,0.00016314,0.00016314
56,418.542,0.40771,1.15083,0.89628,0.61066,0.53056,0.56558,0.52301,0.39493,1.48721,0.86396,0.000161989,0.000161989,0.000161989
57,425.894,0.41896,1.20892,0.89822,0.71745,0.49475,0.58265,0.54129,0.40138,1.52338,0.85892,0.000160823,0.000160823,0.000160823
58,433.239,0.40865,1.1813,0.90482,0.77513,0.48941,0.59093,0.55163,0.39178,1.56372,0.85853,0.000159641,0.000159641,0.000159641
59,440.624,0.40098,1.12252,0.89491,0.79484,0.47157,0.56821,0.52824,0.3931,1.60038,0.85965,0.000158444,0.000158444,0.000158444
60,448.135,0.39497,1.16907,0.89341,0.72801,0.49311,0.56475,0.5253,0.40425,1.52688,0.86249,0.000157233,0.000157233,0.000157233
61,455.46,0.39542,1.12063,0.89661,0.71015,0.50421,0.56087,0.52123,0.41666,1.61661,0.88154,0.000156007,0.000156007,0.000156007
62,462.879,0.41,1.13924,0.89817,0.72707,0.5254,0.57898,0.53462,0.4146,1.6025,0.88011,0.000154767,0.000154767,0.000154767
63,470.359,0.3808,1.08413,0.88934,0.75801,0.5116,0.5805,0.53975,0.40803,1.60873,0.87647,0.000153513,0.000153513,0.000153513
64,477.943,0.39337,1.12723,0.89108,0.75465,0.5087,0.57785,0.5383,0.40109,1.49119,0.87205,0.000152246,0.000152246,0.000152246
65,485.295,0.39718,1.09064,0.88042,0.81549,0.49886,0.58633,0.54657,0.39399,1.41859,0.86792,0.000150966,0.000150966,0.000150966
66,492.637,0.39088,1.08218,0.87919,0.76193,0.5209,0.6065,0.56385,0.40114,1.42151,0.86658,0.000149673,0.000149673,0.000149673
