epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.793,1.11537,4.86577,1.30181,0,0,0,0,0.59761,4.648,0.87332,3.73333e-05,3.73333e-05,3.73333e-05
2,23.6272,0.71703,4.65126,1.02136,0,0,0,0,0.49931,4.31429,0.7864,7.65287e-05,7.65287e-05,7.65287e-05
3,32.3623,0.63529,4.43384,0.95475,0.00193,0.00193,0.0011,0.0011,0.48549,4.20413,0.78299,0.000115705,0.000115705,0.000115705
4,40.247,0.59204,4.24481,0.93348,0.03546,0.15294,0.02849,0.02605,0.45365,4.06309,0.78059,0.000154848,0.000154848,0.000154848
5,48.2408,0.59105,4.09314,0.94021,0.02467,0.33442,0.03727,0.03425,0.45096,3.9179,0.79203,0.000193944,0.000193944,0.000193944
6,55.8089,0.54243,3.97443,0.92384,0.02105,0.53557,0.05611,0.05154,0.43268,3.68407,0.81123,0.000195701,0.000195701,0.000195701
7,63.4632,0.55736,3.83971,0.92976,0.02569,0.62155,0.06416,0.0595,0.42768,3.47487,0.81639,0.000195569,0.000195569,0.000195569
8,71.1927,0.5594,3.65848,0.94091,0.33644,0.18251,0.07826,0.07136,0.43792,3.1415,0.82198,0.000195414,0.000195414,0.000195414
9,78.6193,0.54031,3.48936,0.93728,0.3631,0.25595,0.09993,0.09075,0.41669,3.11764,0.82591,0.000195235,0.000195235,0.000195235
10,86.0384,0.57408,3.40684,0.95491,0.41403,0.17991,0.12027,0.10799,0.44237,2.9451,0.8555,0.000195032,0.000195032,0.000195032
11,93.4507,0.54702,3.23355,0.9497,0.50672,0.1618,0.14578,0.13094,0.42853,2.79045,0.83619,0.000194806,0.000194806,0.000194806
12,100.976,0.55143,3.07091,0.97959,0.34009,0.31987,0.14763,0.13165,0.43303,2.69496,0.87374,0.000194555,0.000194555,0.000194555
13,108.477,0.54821,3.06353,0.95686,0.33176,0.33938,0.17403,0.15787,0.40852,2.59671,0.86622,0.000194282,0.000194282,0.000194282
14,115.91,0.53498,2.97306,0.95849,0.37888,0.33653,0.20219,0.18457,0.40659,2.46312,0.86112,0.000193984,0.000193984,0.000193984
15,123.398,0.52577,2.79613,0.95176,0.39908,0.321,0.23817,0.21948,0.42667,2.30979,0.87983,0.000193663,0.000193663,0.000193663
16,130.942,0.52681,2.7429,0.94827,0.52532,0.2692,0.27265,0.24915,0.4138,2.17395,0.86733,0.000193319,0.000193319,0.000193319
17,138.41,0.51985,2.655,0.96055,0.43624,0.4141,0.32591,0.29644,0.41683,2.12102,0.86374,0.000192952,0.000192952,0.000192952
18,145.955,0.50007,2.50604,0.94844,0.29677,0.49298,0.33598,0.30862,0.43495,1.96985,0.90523,0.000192561,0.000192561,0.000192561
19,153.353,0.51207,2.47037,0.96531,0.36486,0.46915,0.37829,0.34875,0.43529,1.89471,0.89776,0.000192148,0.000192148,0.000192148
20,160.847,0.49197,2.36845,0.95388,0.63705,0.30669,0.35988,0.33091,0.41085,1.86726,0.8732,0.000191711,0.000191711,0.000191711
21,168.277,0.48147,2.29197,0.94233,0.4471,0.41138,0.39965,0.36735,0.42374,1.80446,0.89145,0.000191252,0.000191252,0.000191252
22,175.707,0.48198,2.2241,0.95398,0.45783,0.41808,0.42056,0.38865,0.40587,1.81347,0.8797,0.000190769,0.000190769,0.000190769
23,183.386,0.49908,2.20124,0.94607,0.54541,0.45946,0.4544,0.41933,0.40303,1.76078,0.87898,0.000190264,0.000190264,0.000190264
24,190.793,0.48439,2.12792,0.94703,0.50097,0.51966,0.47269,0.43869,0.4017,1.64466,0.88088,0.000189737,0.000189737,0.000189737
25,198.208,0.4779,2.08601,0.94084,0.47907,0.52986,0.49254,0.45628,0.4014,1.61673,0.8732,0.000189187,0.000189187,0.000189187
26,205.723,0.45533,1.94284,0.92105,0.55407,0.46056,0.49464,0.45677,0.40907,1.59681,0.87443,0.000188615,0.000188615,0.000188615
27,213.212,0.46661,1.87918,0.94029,0.50817,0.52736,0.53537,0.49218,0.41765,1.4961,0.88925,0.000188021,0.000188021,0.000188021
28,220.742,0.48451,1.92297,0.94344,0.66681,0.47663,0.54854,0.50683,0.40981,1.45171,0.88558,0.000187404,0.000187404,0.000187404
29,228.167,0.46209,1.83983,0.93968,0.57949,0.5574,0.5819,0.53869,0.42093,1.4458,0.88163,0.000186766,0.000186766,0.000186766
30,235.571,0.46149,1.80324,0.94403,0.46828,0.62775,0.60921,0.56773,0.40678,1.3563,0.87786,0.000186107,0.000186107,0.000186107
31,243.123,0.4518,1.76182,0.94216,0.53784,0.57139,0.6415,0.59656,0.40478,1.31826,0.88027,0.000185425,0.000185425,0.000185425
32,250.592,0.43791,1.69958,0.92165,0.58772,0.6587,0.66132,0.6117,0.41156,1.25285,0.88232,0.000184723,0.000184723,0.000184723
33,258.069,0.44246,1.65767,0.92494,0.52549,0.73893,0.69987,0.64823,0.41362,1.20449,0.87944,0.000183999,0.000183999,0.000183999
34,265.499,0.44576,1.57055,0.92599,0.59267,0.71331,0.68599,0.63397,0.40047,1.18748,0.87116,0.000183255,0.000183255,0.000183255
35,272.975,0.41874,1.5669,0.89998,0.50217,0.75894,0.70911,0.6598,0.40004,1.16507,0.8707,0.000182489,0.000182489,0.000182489
36,280.694,0.4549,1.57865,0.91733,0.51378,0.74407,0.68337,0.63764,0.4081,1.20317,0.86971,0.000181703,0.000181703,0.000181703
37,288.12,0.44138,1.51257,0.91857,0.59847,0.74879,0.72276,0.67092,0.3999,1.14031,0.86611,0.000180897,0.000180897,0.000180897
38,295.622,0.43171,1.50616,0.91821,0.59357,0.7158,0.7419,0.68573,0.39584,1.098,0.8645,0.00018007,0.00018007,0.00018007
