epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.81905,1.27823,4.94127,1.37797,0,0,0,0,0.69022,4.66588,0.94868,7.84e-06,7.84e-06,7.84e-06
2,6.69705,1.30842,5.0161,1.39512,0,0,0,0,0.65376,4.66311,0.91858,1.75527e-05,1.75527e-05,1.75527e-05
3,9.40926,0.90518,4.89042,1.1625,0,0,0,0,0.61745,4.67157,0.89799,2.71683e-05,2.71683e-05,2.71683e-05
4,12.0741,0.83362,4.8387,1.06873,0,0,0,0,0.59036,4.65159,0.87905,3.6687e-05,3.6687e-05,3.6687e-05
5,14.6557,0.73429,4.69574,1.06276,0,0,0,0,0.55157,4.61294,0.84901,4.61086e-05,4.61086e-05,4.61086e-05
6,17.1894,0.72303,4.77976,1.0094,0,0,0,0,0.53319,4.56107,0.83046,5.54332e-05,5.54332e-05,5.54332e-05
7,19.7822,0.64423,4.63664,0.96105,0,0,0,0,0.52331,4.41649,0.80451,6.46608e-05,6.46608e-05,6.46608e-05
8,22.4189,0.62754,4.57,0.92916,0,0,0,0,0.52153,4.31413,0.79415,7.37914e-05,7.37914e-05,7.37914e-05
9,25.192,0.64209,4.4896,0.96018,0,0,0,0,0.50892,4.26551,0.78153,8.28249e-05,8.28249e-05,8.28249e-05
10,27.811,0.64041,4.39304,0.93683,0,0,0,0,0.47834,4.24185,0.77725,9.17614e-05,9.17614e-05,9.17614e-05
11,30.4496,0.56484,4.35795,0.89557,0,0,0,0,0.48223,4.22499,0.77596,0.000100601,0.000100601,0.000100601
12,33.0477,0.5902,4.39033,0.91043,0,0,0,0,0.4933,4.20433,0.77739,0.000109343,0.000109343,0.000109343
13,35.6179,0.56934,4.34057,0.90282,0.0234,0.02199,0.01753,0.01594,0.47431,4.19167,0.77558,0.000117989,0.000117989,0.000117989
14,38.2168,0.5951,4.3601,0.89867,0.02025,0.04217,0.02302,0.02109,0.45793,4.16512,0.7739,0.000126537,0.000126537,0.000126537
15,40.9042,0.555,4.23144,0.88352,0.02097,0.06286,0.03193,0.02912,0.46476,4.12702,0.77652,0.000134989,0.000134989,0.000134989
16,43.4777,0.54403,4.15933,0.89906,0.02304,0.0839,0.03712,0.0334,0.46754,4.10801,0.77793,0.000143343,0.000143343,0.000143343
17,46.1465,0.53098,4.15612,0.89605,0.01576,0.14892,0.0288,0.02606,0.45629,4.06387,0.7756,0.000151601,0.000151601,0.000151601
18,48.7178,0.51585,4.09287,0.87744,0.01665,0.19213,0.02566,0.02388,0.43957,4.03176,0.77409,0.000159761,0.000159761,0.000159761
19,51.3096,0.54369,4.07925,0.87129,0.01568,0.22325,0.02455,0.02289,0.43712,3.99915,0.77769,0.000167824,0.000167824,0.000167824
20,54.0141,0.54589,4.06648,0.87994,0.01766,0.28341,0.03286,0.03025,0.457,3.95061,0.78424,0.000175791,0.000175791,0.000175791
21,56.6331,0.48991,4.00787,0.86426,0.01857,0.31301,0.03502,0.0321,0.4537,3.92061,0.78992,0.000176596,0.000176596,0.000176596
22,59.1958,0.53081,4.02587,0.86476,0.0197,0.33895,0.03705,0.0341,0.44506,3.88843,0.79511,0.000175626,0.000175626,0.000175626
23,61.8097,0.5261,4.01288,0.88233,0.02329,0.37178,0.04048,0.03705,0.44003,3.86063,0.80036,0.000174656,0.000174656,0.000174656
24,64.4843,0.509,3.89739,0.86971,0.02496,0.43148,0.04506,0.0413,0.45304,3.82076,0.80796,0.000173685,0.000173685,0.000173685
25,67.0931,0.55073,3.85395,0.88876,0.02543,0.457,0.04796,0.04371,0.45478,3.79052,0.81221,0.000172715,0.000172715,0.000172715
26,69.689,0.47414,3.85096,0.88016,0.02429,0.52569,0.05229,0.04788,0.44446,3.72408,0.81928,0.000171745,0.000171745,0.000171745
27,72.3049,0.53952,3.75255,0.89787,0.02229,0.55015,0.05354,0.04932,0.43908,3.6528,0.81987,0.000170775,0.000170775,0.000170775
28,75.0612,0.48464,3.70835,0.88045,0.02305,0.62715,0.05502,0.05107,0.43676,3.55062,0.82103,0.000169805,0.000169805,0.000169805
29,77.68,0.53388,3.83335,0.89853,0.02428,0.66167,0.05751,0.05322,0.43741,3.52722,0.82517,0.000168834,0.000168834,0.000168834
30,80.3051,0.45998,3.68387,0.86785,0.02531,0.67353,0.06602,0.06088,0.43952,3.50112,0.82799,0.000167864,0.000167864,0.000167864
31,82.9357,0.48642,3.5936,0.88371,0.02573,0.69134,0.08227,0.07616,0.43978,3.45645,0.8361,0.000166894,0.000166894,0.000166894
32,85.7459,0.51997,3.66102,0.88212,0.26294,0.28834,0.09177,0.08421,0.43549,3.29169,0.83974,0.000165924,0.000165924,0.000165924
33,88.4146,0.51483,3.63378,0.89501,0.38497,0.12117,0.0966,0.08775,0.43615,3.20417,0.84409,0.000164954,0.000164954,0.000164954
34,91.0662,0.52856,3.59286,0.95031,0.37742,0.15964,0.09432,0.0867,0.43962,3.16956,0.84495,0.000163983,0.000163983,0.000163983
35,93.8665,0.52591,3.64464,0.88027,0.3538,0.17124,0.09626,0.08827,0.43947,3.16039,0.84219,0.000163013,0.000163013,0.000163013
36,96.6173,0.48094,3.41618,0.88041,0.30559,0.19219,0.1022,0.09406,0.44766,3.09166,0.84094,0.000162043,0.000162043,0.000162043
37,99.2552,0.50702,3.4206,0.89109,0.30546,0.19632,0.10975,0.1007,0.44695,3.05164,0.83993,0.000161073,0.000161073,0.000161073
38,101.939,0.43888,3.27687,0.86593,0.32708,0.2121,0.12309,0.11272,0.43487,3.01623,0.83563,0.000160103,0.000160103,0.000160103
39,104.57,0.54353,3.26446,0.89903,0.37376,0.21612,0.12688,0.11603,0.43584,2.98398,0.8372,0.000159132,0.000159132,0.000159132
40,107.326,0.4955,3.44631,0.89124,0.30372,0.27867,0.13868,0.1276,0.45071,2.98531,0.85266,0.000158162,0.000158162,0.000158162
41,109.976,0.51335,3.33811,0.89441,0.41315,0.23611,0.14054,0.12833,0.45497,2.95011,0.86147,0.000157192,0.000157192,0.000157192
