epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.05322,1.09095,4.8851,1.24324,0,0,0,0,0.61569,4.65093,0.88618,3.136e-05,3.136e-05,3.136e-05
2,14.4059,0.66788,4.63412,0.98469,0,0,0,0,0.51067,4.45323,0.80162,6.43598e-05,6.43598e-05,6.43598e-05
3,20.8496,0.59971,4.48529,0.91558,0,0,0,0,0.50134,4.23299,0.77932,9.70298e-05,9.70298e-05,9.70298e-05
4,26.9569,0.54466,4.2953,0.88912,0.00177,0.00193,0.00114,0.00114,0.44812,4.17543,0.77691,0.00012937,0.00012937,0.00012937
5,33.2722,0.50349,4.12097,0.87434,0.02492,0.11269,0.02589,0.02298,0.46777,4.07441,0.78366,0.00016138,0.00016138,0.00016138
6,39.4996,0.50698,3.98308,0.88293,0.02531,0.29934,0.03963,0.03684,0.4323,3.94291,0.79144,0.000191149,0.000191149,0.000191149
7,45.6563,0.48446,3.87277,0.8794,0.02534,0.4705,0.05548,0.05135,0.41088,3.79836,0.79787,0.000190179,0.000190179,0.000190179
8,51.9065,0.4901,3.77028,0.88197,0.02411,0.61926,0.07212,0.06565,0.43601,3.58191,0.81937,0.000189209,0.000189209,0.000189209
9,58.1013,0.49729,3.64835,0.88424,0.14397,0.46694,0.0929,0.08503,0.42627,3.31709,0.82035,0.000188238,0.000188238,0.000188238
10,64.2989,0.48733,3.47709,0.88806,0.42821,0.16174,0.10427,0.09576,0.44991,3.03184,0.83187,0.000187268,0.000187268,0.000187268
11,70.522,0.48067,3.33461,0.90455,0.41728,0.26038,0.11836,0.10892,0.43229,2.88227,0.82915,0.000186298,0.000186298,0.000186298
12,76.7042,0.48662,3.25188,0.90524,0.45475,0.23485,0.14999,0.13654,0.43,2.92081,0.84283,0.000185328,0.000185328,0.000185328
13,82.9073,0.49165,3.07829,0.9105,0.41334,0.31315,0.1956,0.17856,0.40905,2.67511,0.82621,0.000184358,0.000184358,0.000184358
14,89.1627,0.47781,2.98715,0.90885,0.3868,0.32051,0.21435,0.19624,0.42132,2.65064,0.85364,0.000183387,0.000183387,0.000183387
15,95.451,0.49729,2.89382,0.92192,0.45231,0.31512,0.23621,0.21456,0.42713,2.4896,0.84454,0.000182417,0.000182417,0.000182417
16,101.684,0.48868,2.75771,0.91911,0.49504,0.2914,0.26887,0.24437,0.44883,2.23014,0.89532,0.000181447,0.000181447,0.000181447
17,107.911,0.48818,2.75995,0.93142,0.42148,0.41102,0.28615,0.25938,0.45827,2.22458,0.90448,0.000180477,0.000180477,0.000180477
18,114.143,0.48191,2.59453,0.94607,0.51856,0.28945,0.29716,0.27443,0.42913,2.23424,0.88537,0.000179507,0.000179507,0.000179507
19,120.285,0.45536,2.55287,0.91303,0.52673,0.35791,0.35808,0.32901,0.41553,2.13437,0.86789,0.000178536,0.000178536,0.000178536
20,126.542,0.47606,2.46484,0.92938,0.44714,0.3258,0.34253,0.31409,0.43588,2.06006,0.89697,0.000177566,0.000177566,0.000177566
21,132.708,0.48291,2.38711,0.93733,0.4396,0.35731,0.36488,0.3376,0.41712,2.08515,0.87521,0.000176596,0.000176596,0.000176596
22,138.884,0.47981,2.38386,0.90831,0.48077,0.36924,0.37411,0.34452,0.41006,2.01901,0.87316,0.000175626,0.000175626,0.000175626
23,148.542,0.47559,2.35438,0.92912,0.52461,0.35674,0.39405,0.36461,0.41785,1.97759,0.87766,0.000174656,0.000174656,0.000174656
24,154.828,0.46123,2.22899,0.9342,0.50383,0.44267,0.41825,0.3844,0.41884,1.80162,0.89602,0.000173685,0.000173685,0.000173685
25,160.952,0.46382,2.12411,0.92399,0.52898,0.42594,0.45642,0.42342,0.42414,1.71397,0.90034,0.000172715,0.000172715,0.000172715
26,167.031,0.45805,2.02584,0.91869,0.54414,0.48232,0.47651,0.44291,0.4077,1.69235,0.88514,0.000171745,0.000171745,0.000171745
