epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.95502,1.14153,4.89273,1.3074,0,0,0,0,0.59999,4.63941,0.86808,3.73333e-05,3.73333e-05,3.73333e-05
2,16.7565,0.72638,4.63688,1.01679,0,0,0,0,0.48255,4.35012,0.787,7.65287e-05,7.65287e-05,7.65287e-05
3,24.238,0.65708,4.44939,0.96098,0.00426,0.00193,0.00394,0.00354,0.46549,4.2067,0.77826,0.000115705,0.000115705,0.000115705
4,31.7822,0.60164,4.25251,0.93549,0.02279,0.06103,0.01682,0.0158,0.46551,4.08868,0.78175,0.000154848,0.000154848,0.000154848
5,39.317,0.59855,4.09198,0.93618,0.02046,0.32719,0.04448,0.04139,0.43697,3.92291,0.78842,0.000193944,0.000193944,0.000193944
6,46.8052,0.55181,3.94464,0.90711,0.02235,0.51835,0.05673,0.05256,0.43872,3.69804,0.8043,0.000195701,0.000195701,0.000195701
7,54.2395,0.58575,3.81705,0.93973,0.02536,0.65278,0.06371,0.05784,0.42429,3.50978,0.8137,0.000195569,0.000195569,0.000195569
8,61.7405,0.55437,3.64731,0.94405,0.03059,0.68604,0.0734,0.06753,0.43176,3.2952,0.84119,0.000195414,0.000195414,0.000195414
9,69.2208,0.5753,3.52,0.94317,0.38189,0.19148,0.11019,0.10078,0.42269,3.0061,0.81959,0.000195235,0.000195235,0.000195235
10,76.6568,0.58253,3.38889,0.96409,0.41806,0.2235,0.12816,0.11681,0.42074,2.8437,0.83826,0.000195032,0.000195032,0.000195032
11,84.1056,0.55393,3.1956,0.95093,0.36973,0.2934,0.15052,0.13543,0.43606,2.73248,0.83957,0.000194806,0.000194806,0.000194806
12,91.6861,0.5687,3.0785,0.96582,0.36676,0.34631,0.19947,0.18053,0.43684,2.62215,0.84268,0.000194555,0.000194555,0.000194555
13,99.1542,0.56274,2.94291,0.95369,0.47122,0.27842,0.22861,0.20865,0.42582,2.49435,0.83954,0.000194282,0.000194282,0.000194282
14,106.575,0.55407,2.8762,0.95991,0.4146,0.32577,0.22854,0.2067,0.43291,2.40706,0.85523,0.000193984,0.000193984,0.000193984
15,114.025,0.52493,2.74612,0.95306,0.4267,0.38157,0.26181,0.2388,0.406,2.37355,0.8372,0.000193663,0.000193663,0.000193663
16,121.646,0.54078,2.68287,0.95851,0.24531,0.49499,0.27027,0.24606,0.42602,2.16344,0.87724,0.000193319,0.000193319,0.000193319
