epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.33227,1.16634,4.87127,1.32836,0,0,0,0,0.60398,4.63412,0.87621,3.73333e-05,3.73333e-05,3.73333e-05
2,17.2244,0.74685,4.64377,1.02203,0,0,0,0,0.48501,4.33309,0.78666,7.65287e-05,7.65287e-05,7.65287e-05
3,24.8851,0.65553,4.44038,0.96087,0.00193,0.00193,0.00155,0.00155,0.45817,4.19889,0.77678,0.000115705,0.000115705,0.000115705
4,32.6431,0.59591,4.25213,0.93889,0.01798,0.10123,0.01754,0.01574,0.4462,4.08832,0.7822,0.000154848,0.000154848,0.000154848
5,40.2017,0.60866,4.10335,0.94098,0.02603,0.30124,0.04143,0.03822,0.45609,3.95509,0.79581,0.000193944,0.000193944,0.000193944
6,47.6751,0.55872,3.92586,0.91458,0.02466,0.45848,0.05256,0.04865,0.44187,3.84376,0.8134,0.000195701,0.000195701,0.000195701
7,55.3015,0.58708,3.81794,0.93196,0.02284,0.66231,0.07038,0.06502,0.42527,3.46925,0.80902,0.000195569,0.000195569,0.000195569
8,62.9895,0.57319,3.65443,0.9394,0.3576,0.24564,0.08498,0.07772,0.43253,3.21998,0.81961,0.000195414,0.000195414,0.000195414
9,70.5363,0.57798,3.51693,0.95301,0.47916,0.22348,0.10718,0.0966,0.42733,2.99369,0.83087,0.000195235,0.000195235,0.000195235
10,78.0688,0.59388,3.41649,0.96837,0.49813,0.20898,0.13969,0.12604,0.4331,2.83083,0.83528,0.000195032,0.000195032,0.000195032
11,85.6981,0.58277,3.27502,0.95396,0.40363,0.24459,0.15117,0.13717,0.44598,2.85877,0.82967,0.000194806,0.000194806,0.000194806
12,93.3358,0.5589,3.13974,0.96578,0.35876,0.31303,0.18019,0.16258,0.44882,2.55698,0.87473,0.000194555,0.000194555,0.000194555
13,100.828,0.56538,2.98152,0.96437,0.38694,0.35758,0.21906,0.199,0.41759,2.45378,0.85404,0.000194282,0.000194282,0.000194282
