epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.28212,1.17203,4.87546,1.32913,0,0,0,0,0.62233,4.66561,0.88774,3.73333e-05,3.73333e-05,3.73333e-05
2,17.0483,0.75077,4.64976,1.0322,0,0,0,0,0.50962,4.30172,0.78977,7.65287e-05,7.65287e-05,7.65287e-05
3,24.6026,0.65433,4.42,0.9525,0,0,0,0,0.47634,4.20242,0.77934,0.000115705,0.000115705,0.000115705
4,32.1369,0.60184,4.22646,0.93565,0.03249,0.14763,0.03455,0.03226,0.44428,4.09514,0.78446,0.000154848,0.000154848,0.000154848
5,39.7593,0.59188,4.11143,0.93671,0.0219,0.34277,0.0425,0.03936,0.4352,3.91555,0.79071,0.000193944,0.000193944,0.000193944
6,47.2309,0.55564,3.96432,0.91656,0.02131,0.45859,0.04851,0.04493,0.43572,3.74152,0.80544,0.000195701,0.000195701,0.000195701
7,54.9653,0.56312,3.81873,0.93806,0.0198,0.5755,0.0626,0.05828,0.42743,3.44346,0.81597,0.000195569,0.000195569,0.000195569
8,62.6348,0.54823,3.67106,0.94027,0.39699,0.15472,0.08538,0.07739,0.42462,3.12846,0.81941,0.000195414,0.000195414,0.000195414
9,70.1573,0.57401,3.52684,0.94314,0.44412,0.17252,0.11275,0.10415,0.41436,2.95388,0.81451,0.000195235,0.000195235,0.000195235
10,77.764,0.58035,3.39373,0.96386,0.4031,0.22067,0.12489,0.11505,0.4134,2.79037,0.81791,0.000195032,0.000195032,0.000195032
11,85.2269,0.53777,3.22117,0.94056,0.40795,0.27805,0.1538,0.1404,0.41601,2.67777,0.82523,0.000194806,0.000194806,0.000194806
12,92.8822,0.54436,3.11325,0.96193,0.40591,0.22291,0.18163,0.16129,0.42647,2.59262,0.85079,0.000194555,0.000194555,0.000194555
13,100.434,0.58271,3.00052,0.97033,0.39231,0.32931,0.21798,0.19928,0.41206,2.53498,0.85965,0.000194282,0.000194282,0.000194282
